time,symbol,exchange,interval,open,high,low,close,volume
2026-01-27 09:45:00,NIFTY50,NSE,5m,24102.61,24195.45,24047.22,24115.34,1019062
2026-01-27 09:40:00,NIFTY50,NSE,5m,24277.74,24282.01,24232.02,24242.85,1076294
2026-01-27 09:35:00,NIFTY50,NSE,5m,24179.91,24217.4,24100.4,24183.46,526190
2026-01-27 09:30:00,NIFTY50,NSE,5m,24151.24,24160.36,24120.37,24153.24,885578
2026-01-27 09:25:00,NIFTY50,NSE,5m,24051.91,24055.72,24023.49,24037.46,1221863
2026-01-27 09:20:00,NIFTY50,NSE,5m,24111.89,24127.28,23937.15,23986.46,964232
2026-01-27 09:15:00,NIFTY50,NSE,5m,24030.26,24078.32,23999.82,24034.11,548016
2026-01-28 15:25:00,NIFTY50,NSE,5m,24162.9,24175.8,24082.98,24127.48,1061354
2026-01-28 15:20:00,NIFTY50,NSE,5m,23998.14,24042.44,23995.24,24018.65,692360
2026-01-28 15:15:00,NIFTY50,NSE,5m,24159.42,24168.63,24088.51,24125.48,940855
2026-01-28 15:10:00,NIFTY50,NSE,5m,24334.9,24364.59,24239.41,24291.42,974486
2026-01-28 15:05:00,NIFTY50,NSE,5m,24428.05,24444.57,24336.37,24344.07,999308
2026-01-28 15:00:00,NIFTY50,NSE,5m,24569.86,24575.52,24563.14,24574.94,1122072
2026-01-28 14:55:00,NIFTY50,NSE,5m,24526.75,24586.32,24462.07,24482.32,714476
2026-01-28 14:50:00,NIFTY50,NSE,5m,24316.48,24420.57,24297.44,24332.41,1127813
2026-01-28 14:45:00,NIFTY50,NSE,5m,24174.37,24225.41,24062.09,24118.44,1218793
2026-01-28 14:40:00,NIFTY50,NSE,5m,24357.93,24364.48,24290.8,24301.26,1297887
2026-01-28 14:35:00,NIFTY50,NSE,5m,24383.98,24441.82,24382.78,24383.2,542755
2026-01-28 14:30:00,NIFTY50,NSE,5m,24396.33,24413.69,24358.28,24378.87,1211945
2026-01-28 14:25:00,NIFTY50,NSE,5m,24384.9,24469.09,24381.86,24415.43,513697
2026-01-28 14:20:00,NIFTY50,NSE,5m,24281.79,24314.36,24254.37,24280.48,1165900
2026-01-28 14:15:00,NIFTY50,NSE,5m,24629.05,24655.49,24502.53,24579.82,507929
2026-01-28 14:10:00,NIFTY50,NSE,5m,24603.15,24625.11,24585.25,24598.16,488689
2026-01-28 14:05:00,NIFTY50,NSE,5m,24642.89,24656.61,24607.85,24614.08,814013
2026-01-28 14:00:00,NIFTY50,NSE,5m,24693.47,24734.8,24635.49,24705.86,863079
2026-01-28 13:55:00,NIFTY50,NSE,5m,24741.73,24809.23,24663.38,24767.75,859261
2026-01-28 13:50:00,NIFTY50,NSE,5m,24801.12,24817.99,24789.3,24797.95,1300459
2026-01-28 13:45:00,NIFTY50,NSE,5m,24690.51,24702.54,24675.56,24702.42,1529871
2026-01-28 13:40:00,NIFTY50,NSE,5m,24778.09,24787.98,24735.7,24763.12,783779
2026-01-28 13:35:00,NIFTY50,NSE,5m,25002.54,25073.4,24998.01,24998.62,740840
2026-01-28 13:30:00,NIFTY50,NSE,5m,25159.71,25190.59,25154.52,25169.29,1547799
2026-01-28 13:25:00,NIFTY50,NSE,5m,25339.31,25391.89,25312.6,25372.3,483495
2026-01-28 13:20:00,NIFTY50,NSE,5m,25314.26,25350.4,25305.89,25309.99,963804
2026-01-28 13:15:00,NIFTY50,NSE,5m,25180.59,25281.54,25144.42,25187.28,1003581
2026-01-28 13:10:00,NIFTY50,NSE,5m,25173.93,25189.45,25151.64,25173.96,1030393
2026-01-28 13:05:00,NIFTY50,NSE,5m,25298.12,25310.92,25133.45,25183.49,845916
2026-01-28 13:00:00,NIFTY50,NSE,5m,25328.36,25372.04,25283.9,25323.79,738467
2026-01-28 12:55:00,NIFTY50,NSE,5m,25032.81,25113.15,25026.97,25112.02,1255055
2026-01-28 12:50:00,NIFTY50,NSE,5m,25291.72,25338.03,25257.28,25306.59,625133
2026-01-28 12:45:00,NIFTY50,NSE,5m,25373.99,25386.91,25276.14,25289.12,404800
2026-01-28 12:40:00,NIFTY50,NSE,5m,25214.35,25239.97,25198.07,25237.67,1213313
2026-01-28 12:35:00,NIFTY50,NSE,5m,25100.82,25133.03,25079.0,25112.48,819055
2026-01-28 12:30:00,NIFTY50,NSE,5m,24940.79,24966.71,24865.73,24907.21,833500
2026-01-28 12:25:00,NIFTY50,NSE,5m,24968.02,25027.26,24930.81,25012.21,985750
2026-01-28 12:20:00,NIFTY50,NSE,5m,24979.07,25034.4,24939.21,25023.88,1463571
2026-01-28 12:15:00,NIFTY50,NSE,5m,24878.93,24896.48,24860.17,24864.98,642392
2026-01-28 12:10:00,NIFTY50,NSE,5m,24697.46,24707.26,24695.06,24706.46,748309
2026-01-28 12:05:00,NIFTY50,NSE,5m,24699.77,24702.36,24640.87,24667.45,876552
2026-01-28 12:00:00,NIFTY50,NSE,5m,24861.77,24902.71,24822.14,24875.77,807794
2026-01-28 11:55:00,NIFTY50,NSE,5m,24851.42,24893.02,24843.24,24845.97,1171637
2026-01-28 11:50:00,NIFTY50,NSE,5m,24655.81,24691.11,24648.57,24661.72,706040
2026-01-28 11:45:00,NIFTY50,NSE,5m,24637.97,24676.24,24590.01,24633.88,1177760
2026-01-28 11:40:00,NIFTY50,NSE,5m,24580.86,24608.52,24566.67,24602.76,782827
2026-01-28 11:35:00,NIFTY50,NSE,5m,24275.79,24325.35,24211.03,24273.46,851352
2026-01-28 11:30:00,NIFTY50,NSE,5m,24371.28,24431.79,24249.43,24269.3,1069197
2026-01-28 11:25:00,NIFTY50,NSE,5m,24233.3,24264.67,24208.93,24243.7,689879
2026-01-28 11:20:00,NIFTY50,NSE,5m,24309.39,24343.89,24277.97,24330.52,1005873
2026-01-28 11:15:00,NIFTY50,NSE,5m,24554.6,24596.31,24515.98,24557.88,913902
2026-01-28 11:10:00,NIFTY50,NSE,5m,24714.12,24755.5,24686.31,24698.67,904662
2026-01-28 11:05:00,NIFTY50,NSE,5m,24665.35,24689.1,24620.34,24667.93,1203356
2026-01-28 11:00:00,NIFTY50,NSE,5m,24529.04,24614.7,24484.47,24533.92,439817
2026-01-28 10:55:00,NIFTY50,NSE,5m,24851.73,24870.33,24817.13,24852.05,694318
2026-01-28 10:50:00,NIFTY50,NSE,5m,24870.47,24941.71,24820.83,24861.89,624518
2026-01-28 10:45:00,NIFTY50,NSE,5m,24865.48,24870.81,24776.29,24866.11,1001188
2026-01-28 10:40:00,NIFTY50,NSE,5m,24830.63,24895.01,24827.3,24865.6,1046303
2026-01-28 10:35:00,NIFTY50,NSE,5m,24897.4,24948.31,24881.16,24892.71,1069016
2026-01-28 10:30:00,NIFTY50,NSE,5m,24841.68,24883.38,24839.72,24877.23,1583232
2026-01-28 10:25:00,NIFTY50,NSE,5m,24768.64,24811.26,24767.36,24808.37,943889
2026-01-28 10:20:00,NIFTY50,NSE,5m,24735.79,24839.74,24728.62,24743.01,885297
2026-01-28 10:15:00,NIFTY50,NSE,5m,24760.81,24836.05,24683.83,24741.44,1089908
2026-01-28 10:10:00,NIFTY50,NSE,5m,24668.64,24689.68,24641.25,24676.68,1512762
2026-01-28 10:05:00,NIFTY50,NSE,5m,24645.19,24655.89,24526.8,24591.2,1117401
2026-01-28 10:00:00,NIFTY50,NSE,5m,24572.01,24647.84,24551.32,24606.74,553792
2026-01-28 09:55:00,NIFTY50,NSE,5m,24480.91,24646.77,24475.04,24577.83,1298587
2026-01-28 09:50:00,NIFTY50,NSE,5m,24768.46,24793.75,24709.97,24765.12,1281747
2026-01-28 09:45:00,NIFTY50,NSE,5m,24437.14,24470.17,24424.77,24439.33,916194
2026-01-28 09:40:00,NIFTY50,NSE,5m,24566.66,24575.33,24554.76,24575.16,748092
2026-01-28 09:35:00,NIFTY50,NSE,5m,24755.78,24766.08,24719.17,24730.73,1177843
2026-01-28 09:30:00,NIFTY50,NSE,5m,24493.97,24546.28,24405.39,24476.82,1402121
2026-01-28 09:25:00,NIFTY50,NSE,5m,24447.33,24451.57,24435.75,24437.33,1131347
2026-01-28 09:20:00,NIFTY50,NSE,5m,24388.85,24410.27,24284.91,24394.39,182209
2026-01-28 09:15:00,NIFTY50,NSE,5m,24240.22,24324.41,24146.39,24225.15,1032245
2026-01-29 15:25:00,NIFTY50,NSE,5m,24139.21,24154.15,24117.33,24133.36,1095420
2026-01-29 15:20:00,NIFTY50,NSE,5m,23995.05,24057.3,23986.28,24001.76,983195
2026-01-29 15:15:00,NIFTY50,NSE,5m,24212.78,24226.7,24184.83,24214.45,847835
2026-01-29 15:10:00,NIFTY50,NSE,5m,24282.71,24408.27,24270.6,24330.15,927076
2026-01-29 15:05:00,NIFTY50,NSE,5m,24492.17,24529.58,24468.25,24487.27,422063
2026-01-29 15:00:00,NIFTY50,NSE,5m,24603.08,24615.75,24557.74,24578.08,511080
2026-01-29 14:55:00,NIFTY50,NSE,5m,24387.36,24468.98,24348.47,24441.79,1230869
2026-01-29 14:50:00,NIFTY50,NSE,5m,24401.28,24427.32,24360.68,24380.13,865298
2026-01-29 14:45:00,NIFTY50,NSE,5m,24308.03,24475.16,24306.06,24442.23,1329458
2026-01-29 14:40:00,NIFTY50,NSE,5m,24337.86,24390.21,24261.93,24295.31,1145714
2026-01-29 14:35:00,NIFTY50,NSE,5m,24320.88,24462.81,24308.6,24384.35,1199784
2026-01-29 14:30:00,NIFTY50,NSE,5m,24315.16,24435.71,24256.13,24357.49,1262587
2026-01-29 14:25:00,NIFTY50,NSE,5m,24336.51,24379.54,24257.07,24314.28,768487
2026-01-29 14:20:00,NIFTY50,NSE,5m,24304.2,24442.22,24302.61,24403.14,719753
2026-01-29 14:15:00,NIFTY50,NSE,5m,24415.66,24532.23,24385.83,24459.79,1160491
2026-01-29 14:10:00,NIFTY50,NSE,5m,24350.21,24433.18,24315.31,24418.09,620624
2026-01-29 14:05:00,NIFTY50,NSE,5m,24514.27,24564.85,24475.16,24562.08,1059852
2026-01-29 14:00:00,NIFTY50,NSE,5m,24412.58,24503.13,24373.56,24431.77,980469
2026-01-29 13:55:00,NIFTY50,NSE,5m,24506.85,24642.93,24427.98,24509.45,1185898
2026-01-29 13:50:00,NIFTY50,NSE,5m,24580.09,24595.4,24578.32,24584.58,622594
2026-01-29 13:45:00,NIFTY50,NSE,5m,24560.69,24592.16,24546.84,24548.99,1326236
2026-01-29 13:40:00,NIFTY50,NSE,5m,24649.6,24707.92,24574.08,24591.48,439029
2026-01-29 13:35:00,NIFTY50,NSE,5m,24470.1,24484.94,24395.92,24440.1,1418806
2026-01-29 13:30:00,NIFTY50,NSE,5m,24548.71,24641.57,24537.53,24555.47,1142212
2026-01-29 13:25:00,NIFTY50,NSE,5m,24530.42,24569.38,24512.4,24535.22,886643
2026-01-29 13:20:00,NIFTY50,NSE,5m,24481.52,24496.94,24471.36,24473.55,1174021
2026-01-29 13:15:00,NIFTY50,NSE,5m,24577.04,24608.85,24538.6,24604.36,1021026
2026-01-29 13:10:00,NIFTY50,NSE,5m,24518.43,24523.82,24511.12,24520.17,785425
2026-01-29 13:05:00,NIFTY50,NSE,5m,24351.07,24383.75,24329.93,24349.94,1158185
2026-01-29 13:00:00,NIFTY50,NSE,5m,24188.03,24318.52,24143.74,24162.86,849559
2026-01-29 12:55:00,NIFTY50,NSE,5m,24227.64,24238.75,24215.73,24238.49,1459492
2026-01-29 12:50:00,NIFTY50,NSE,5m,24129.68,24151.56,24050.2,24085.74,1236181
2026-01-29 12:45:00,NIFTY50,NSE,5m,24305.17,24344.72,24270.12,24299.47,669554
2026-01-29 12:40:00,NIFTY50,NSE,5m,24042.45,24105.12,24011.67,24048.95,913732
2026-01-29 12:35:00,NIFTY50,NSE,5m,24205.34,24305.33,24197.69,24255.35,1596646
2026-01-29 12:30:00,NIFTY50,NSE,5m,24327.98,24375.54,24277.84,24283.36,883095
2026-01-29 12:25:00,NIFTY50,NSE,5m,24288.49,24307.4,24216.45,24274.05,432572
2026-01-29 12:20:00,NIFTY50,NSE,5m,24177.73,24267.82,24163.62,24210.34,772455
2026-01-29 12:15:00,NIFTY50,NSE,5m,24268.81,24282.7,24233.55,24261.08,1191001
2026-01-29 12:10:00,NIFTY50,NSE,5m,24244.74,24261.03,24225.61,24258.94,405626
2026-01-29 12:05:00,NIFTY50,NSE,5m,24414.86,24416.82,24276.8,24395.19,827622
2026-01-29 12:00:00,NIFTY50,NSE,5m,24397.61,24415.56,24363.17,24411.56,929800
2026-01-29 11:55:00,NIFTY50,NSE,5m,24455.95,24474.55,24427.94,24432.35,1148387
2026-01-29 11:50:00,NIFTY50,NSE,5m,24389.64,24397.18,24387.2,24390.37,1042459
2026-01-29 11:45:00,NIFTY50,NSE,5m,24411.79,24467.49,24343.11,24385.87,779937
2026-01-29 11:40:00,NIFTY50,NSE,5m,24426.44,24487.89,24369.43,24425.84,586727
2026-01-29 11:35:00,NIFTY50,NSE,5m,24203.64,24301.77,24135.15,24219.42,1025585
2026-01-29 11:30:00,NIFTY50,NSE,5m,24031.08,24112.21,23974.89,24058.58,1608040
2026-01-29 11:25:00,NIFTY50,NSE,5m,24172.47,24249.89,24096.25,24150.39,997379
2026-01-29 11:20:00,NIFTY50,NSE,5m,24175.86,24176.21,24170.98,24173.44,1491791
2026-01-29 11:15:00,NIFTY50,NSE,5m,24172.72,24205.73,24114.56,24153.62,941746
2026-01-29 11:10:00,NIFTY50,NSE,5m,24184.91,24188.61,24096.11,24158.26,1095511
2026-01-29 11:05:00,NIFTY50,NSE,5m,24187.92,24216.61,24176.45,24202.66,767525
2026-01-29 11:00:00,NIFTY50,NSE,5m,24120.09,24172.99,24118.35,24139.76,943569
2026-01-29 10:55:00,NIFTY50,NSE,5m,24055.74,24065.2,24018.38,24048.24,791565
2026-01-29 10:50:00,NIFTY50,NSE,5m,24076.21,24079.86,24073.47,24074.19,719533
2026-01-29 10:45:00,NIFTY50,NSE,5m,23950.62,23969.52,23901.79,23958.83,1311238
2026-01-29 10:40:00,NIFTY50,NSE,5m,24038.04,24044.67,23922.75,24010.13,1631548
2026-01-29 10:35:00,NIFTY50,NSE,5m,23779.33,23865.74,23772.21,23808.14,987626
2026-01-29 10:30:00,NIFTY50,NSE,5m,24008.1,24027.98,23932.46,23933.03,1250091
2026-01-29 10:25:00,NIFTY50,NSE,5m,23984.2,24000.1,23976.39,23991.98,980031
2026-01-29 10:20:00,NIFTY50,NSE,5m,24060.06,24067.08,24021.32,24025.09,1261879
2026-01-29 10:15:00,NIFTY50,NSE,5m,24252.51,24262.7,24122.34,24145.54,915722
2026-01-29 10:10:00,NIFTY50,NSE,5m,24359.17,24393.09,24338.02,24349.02,947757
2026-01-29 10:05:00,NIFTY50,NSE,5m,24453.51,24558.86,24392.39,24474.95,900949
2026-01-29 10:00:00,NIFTY50,NSE,5m,24282.79,24347.53,24250.22,24252.12,1326936
2026-01-29 09:55:00,NIFTY50,NSE,5m,24146.39,24151.08,24096.04,24099.38,1567603
2026-01-29 09:50:00,NIFTY50,NSE,5m,24030.12,24168.47,23995.67,24026.51,953253
2026-01-29 09:45:00,NIFTY50,NSE,5m,23988.67,24035.19,23968.33,24032.04,1211164
2026-01-29 09:40:00,NIFTY50,NSE,5m,24064.04,24131.13,24042.6,24096.65,1148649
2026-01-29 09:35:00,NIFTY50,NSE,5m,24022.97,24040.27,24005.18,24011.62,677961
2026-01-29 09:30:00,NIFTY50,NSE,5m,24063.19,24085.55,23967.39,24036.44,987435
2026-01-29 09:25:00,NIFTY50,NSE,5m,23924.67,23952.55,23913.33,23948.06,864861
2026-01-29 09:20:00,NIFTY50,NSE,5m,23853.07,23887.93,23784.28,23877.23,1439715
2026-01-29 09:15:00,NIFTY50,NSE,5m,23704.83,23749.34,23652.33,23711.69,706666
2026-01-30 15:25:00,NIFTY50,NSE,5m,23624.69,23634.59,23599.04,23604.6,1210682
2026-01-30 15:20:00,NIFTY50,NSE,5m,23449.42,23516.39,23430.36,23447.43,1364644
2026-01-30 15:15:00,NIFTY50,NSE,5m,23393.7,23472.72,23301.55,23335.37,1185728
2026-01-30 15:10:00,NIFTY50,NSE,5m,23456.29,23464.85,23447.9,23460.63,860815
2026-01-30 15:05:00,NIFTY50,NSE,5m,23338.0,23352.46,23295.07,23351.61,876295
2026-01-30 15:00:00,NIFTY50,NSE,5m,23648.47,23689.76,23626.11,23661.3,1154243
2026-01-30 14:55:00,NIFTY50,NSE,5m,23731.84,23761.04,23660.94,23722.03,1258811
2026-01-30 14:50:00,NIFTY50,NSE,5m,23798.49,23844.3,23677.46,23746.33,618930
2026-01-30 14:45:00,NIFTY50,NSE,5m,23651.51,23661.26,23635.86,23646.79,616521
2026-01-30 14:40:00,NIFTY50,NSE,5m,23737.4,23745.56,23702.66,23731.95,666943
2026-01-30 14:35:00,NIFTY50,NSE,5m,23667.48,23715.15,23629.85,23666.02,764289
2026-01-30 14:30:00,NIFTY50,NSE,5m,23751.46,23753.8,23656.19,23682.82,632929
2026-01-30 14:25:00,NIFTY50,NSE,5m,23971.2,24007.22,23896.74,23988.34,1361535
2026-01-30 14:20:00,NIFTY50,NSE,5m,23982.62,23986.2,23961.26,23979.22,1270362
2026-01-30 14:15:00,NIFTY50,NSE,5m,24127.88,24134.49,24081.01,24119.41,1159499
2026-01-30 14:10:00,NIFTY50,NSE,5m,24048.88,24058.97,24026.75,24037.02,939005
2026-01-30 14:05:00,NIFTY50,NSE,5m,24058.89,24096.88,24031.47,24035.22,814109
2026-01-30 14:00:00,NIFTY50,NSE,5m,24253.97,24293.18,24091.52,24250.43,1162007
2026-01-30 13:55:00,NIFTY50,NSE,5m,24176.76,24195.27,24110.81,24176.83,1244866
2026-01-30 13:50:00,NIFTY50,NSE,5m,24380.04,24450.0,24350.34,24398.35,928971
2026-01-30 13:45:00,NIFTY50,NSE,5m,24509.36,24578.96,24429.34,24487.13,917225
2026-01-30 13:40:00,NIFTY50,NSE,5m,24503.85,24504.01,24389.79,24420.71,1020780
2026-01-30 13:35:00,NIFTY50,NSE,5m,24487.08,24538.69,24455.7,24500.37,731000
2026-01-30 13:30:00,NIFTY50,NSE,5m,24649.2,24771.23,24596.67,24621.96,470020
2026-01-30 13:25:00,NIFTY50,NSE,5m,24660.31,24717.11,24643.13,24700.98,578415
2026-01-30 13:20:00,NIFTY50,NSE,5m,24495.04,24517.47,24449.28,24509.51,1009043
2026-01-30 13:15:00,NIFTY50,NSE,5m,24425.52,24444.89,24408.5,24422.86,1047753
2026-01-30 13:10:00,NIFTY50,NSE,5m,24407.9,24429.02,24385.26,24395.07,485414
2026-01-30 13:05:00,NIFTY50,NSE,5m,24374.99,24392.88,24349.99,24388.43,1169856
2026-01-30 13:00:00,NIFTY50,NSE,5m,24466.12,24472.63,24430.86,24466.56,1282722
2026-01-30 12:55:00,NIFTY50,NSE,5m,24538.4,24551.34,24478.28,24490.74,1178357
2026-01-30 12:50:00,NIFTY50,NSE,5m,24307.94,24374.42,24279.94,24329.68,682987
2026-01-30 12:45:00,NIFTY50,NSE,5m,24341.4,24422.71,24341.33,24378.36,753652
2026-01-30 12:40:00,NIFTY50,NSE,5m,24457.57,24481.51,24442.89,24455.22,886061
2026-01-30 12:35:00,NIFTY50,NSE,5m,24554.91,24555.83,24524.55,24526.12,709935
2026-01-30 12:30:00,NIFTY50,NSE,5m,24687.66,24719.38,24634.5,24661.11,429853
2026-01-30 12:25:00,NIFTY50,NSE,5m,24777.59,24782.4,24748.21,24766.4,793238
2026-01-30 12:20:00,NIFTY50,NSE,5m,24837.49,24895.36,24807.46,24825.74,1251361
2026-01-30 12:15:00,NIFTY50,NSE,5m,24807.31,24824.24,24733.62,24819.51,1007971
2026-01-30 12:10:00,NIFTY50,NSE,5m,24637.96,24659.86,24589.24,24615.87,350859
2026-01-30 12:05:00,NIFTY50,NSE,5m,24680.23,24682.34,24656.63,24671.21,891916
2026-01-30 12:00:00,NIFTY50,NSE,5m,24716.04,24730.05,24658.45,24699.3,546398
2026-01-30 11:55:00,NIFTY50,NSE,5m,24695.6,24747.7,24695.3,24735.31,1006753
2026-01-30 11:50:00,NIFTY50,NSE,5m,24594.95,24691.84,24573.79,24579.88,888177
2026-01-30 11:45:00,NIFTY50,NSE,5m,24409.54,24474.71,24345.58,24449.47,1167251
2026-01-30 11:40:00,NIFTY50,NSE,5m,24582.73,24585.01,24576.37,24580.66,551970
2026-01-30 11:35:00,NIFTY50,NSE,5m,24589.2,24615.29,24573.35,24578.26,738813
2026-01-30 11:30:00,NIFTY50,NSE,5m,24601.65,24668.26,24588.93,24664.47,1236436
2026-01-30 11:25:00,NIFTY50,NSE,5m,24567.3,24756.52,24551.77,24670.43,1277159
2026-01-30 11:20:00,NIFTY50,NSE,5m,24727.31,24749.58,24669.94,24676.56,590605
2026-01-30 11:15:00,NIFTY50,NSE,5m,24810.31,24912.77,24761.57,24794.8,1183289
2026-01-30 11:10:00,NIFTY50,NSE,5m,24722.26,24740.9,24706.34,24733.3,1066034
2026-01-30 11:05:00,NIFTY50,NSE,5m,24757.09,24797.95,24727.7,24747.66,1608021
2026-01-30 11:00:00,NIFTY50,NSE,5m,24667.82,24737.03,24631.2,24692.94,1111515
2026-01-30 10:55:00,NIFTY50,NSE,5m,24579.29,24663.02,24537.28,24641.76,990102
2026-01-30 10:50:00,NIFTY50,NSE,5m,24615.33,24631.59,24537.71,24606.13,1394766
2026-01-30 10:45:00,NIFTY50,NSE,5m,24621.69,24636.51,24587.6,24635.92,1355145
2026-01-30 10:40:00,NIFTY50,NSE,5m,24582.75,24594.6,24569.17,24579.41,859784
2026-01-30 10:35:00,NIFTY50,NSE,5m,24761.41,24811.67,24679.1,24736.2,997090
2026-01-30 10:30:00,NIFTY50,NSE,5m,24617.13,24676.87,24610.32,24628.03,1357931
2026-01-30 10:25:00,NIFTY50,NSE,5m,24645.97,24682.91,24551.94,24607.48,782528
2026-01-30 10:20:00,NIFTY50,NSE,5m,24513.13,24599.82,24499.72,24555.84,1045910
2026-01-30 10:15:00,NIFTY50,NSE,5m,24703.21,24753.68,24675.35,24735.95,1015473
2026-01-30 10:10:00,NIFTY50,NSE,5m,24780.32,24835.52,24743.99,24762.73,823182
2026-01-30 10:05:00,NIFTY50,NSE,5m,24876.19,24929.55,24823.31,24892.97,635988
2026-01-30 10:00:00,NIFTY50,NSE,5m,24735.82,24747.01,24697.83,24710.56,983699
2026-01-30 09:55:00,NIFTY50,NSE,5m,24787.77,24804.88,24713.0,24746.02,563860
2026-01-30 09:50:00,NIFTY50,NSE,5m,24825.6,24860.16,24814.31,24858.57,1317246
2026-01-30 09:45:00,NIFTY50,NSE,5m,24883.18,24891.0,24862.84,24871.28,925059
2026-01-30 09:40:00,NIFTY50,NSE,5m,25053.6,25073.13,24997.55,25006.27,796865
2026-01-30 09:35:00,NIFTY50,NSE,5m,24969.57,25022.57,24891.58,24944.09,674536
2026-01-30 09:30:00,NIFTY50,NSE,5m,25123.72,25140.63,25090.17,25122.36,1095225
2026-01-30 09:25:00,NIFTY50,NSE,5m,25454.3,25459.27,25381.24,25413.64,986798
2026-01-30 09:20:00,NIFTY50,NSE,5m,25378.37,25387.36,25369.35,25370.08,874747
2026-01-30 09:15:00,NIFTY50,NSE,5m,25319.13,25357.0,25296.28,25316.1,1329228
2026-02-02 15:25:00,NIFTY50,NSE,5m,25410.02,25536.75,25378.21,25502.61,1250448
2026-02-02 15:20:00,NIFTY50,NSE,5m,25697.38,25747.82,25680.63,25706.57,1032635
2026-02-02 15:15:00,NIFTY50,NSE,5m,25630.67,25720.85,25608.74,25641.94,1027358
2026-02-02 15:10:00,NIFTY50,NSE,5m,25611.15,25647.02,25565.45,25590.63,741847
2026-02-02 15:05:00,NIFTY50,NSE,5m,25584.74,25602.52,25520.74,25557.13,709284
2026-02-02 15:00:00,NIFTY50,NSE,5m,25411.39,25481.93,25366.68,25387.89,899265
2026-02-02 14:55:00,NIFTY50,NSE,5m,25249.29,25330.49,25243.3,25273.81,1032324
2026-02-02 14:50:00,NIFTY50,NSE,5m,25200.12,25253.49,25144.95,25149.45,1065629
2026-02-02 14:45:00,NIFTY50,NSE,5m,25012.69,25120.42,24966.95,25055.42,877967
2026-02-02 14:40:00,NIFTY50,NSE,5m,25106.44,25108.88,25034.31,25053.58,384137
2026-02-02 14:35:00,NIFTY50,NSE,5m,25112.68,25144.66,25073.26,25085.42,1344741
2026-02-02 14:30:00,NIFTY50,NSE,5m,25282.98,25320.82,25239.95,25282.4,1171309
2026-02-02 14:25:00,NIFTY50,NSE,5m,25177.0,25190.36,25123.54,25158.73,722730
2026-02-02 14:20:00,NIFTY50,NSE,5m,25260.79,25337.14,25260.59,25285.07,384760
2026-02-02 14:15:00,NIFTY50,NSE,5m,25280.74,25295.01,25193.31,25260.54,1070273
2026-02-02 14:10:00,NIFTY50,NSE,5m,25257.7,25299.18,25219.31,25256.82,550039
2026-02-02 14:05:00,NIFTY50,NSE,5m,25333.78,25344.87,25305.48,25344.56,840209
2026-02-02 14:00:00,NIFTY50,NSE,5m,25190.34,25215.67,25127.08,25204.82,807656
2026-02-02 13:55:00,NIFTY50,NSE,5m,25233.43,25276.66,25227.21,25255.54,841581
2026-02-02 13:50:00,NIFTY50,NSE,5m,25272.8,25299.8,25248.9,25279.08,1211189
2026-02-02 13:45:00,NIFTY50,NSE,5m,25264.6,25384.85,25262.36,25343.85,1270759
2026-02-02 13:40:00,NIFTY50,NSE,5m,25312.66,25435.4,25311.51,25383.03,660578
2026-02-02 13:35:00,NIFTY50,NSE,5m,25675.04,25742.79,25645.06,25697.18,1195559
2026-02-02 13:30:00,NIFTY50,NSE,5m,25629.21,25656.84,25602.46,25617.81,781109
2026-02-02 13:25:00,NIFTY50,NSE,5m,25587.64,25588.32,25506.07,25552.36,756533
2026-02-02 13:20:00,NIFTY50,NSE,5m,25485.91,25492.25,25407.38,25475.3,1173157
2026-02-02 13:15:00,NIFTY50,NSE,5m,25409.79,25469.55,25379.18,25407.1,801991
2026-02-02 13:10:00,NIFTY50,NSE,5m,25327.8,25343.84,25266.07,25328.67,1660417
2026-02-02 13:05:00,NIFTY50,NSE,5m,25475.21,25586.88,25402.98,25481.78,1397255
2026-02-02 13:00:00,NIFTY50,NSE,5m,25671.78,25684.44,25656.77,25665.31,931187
2026-02-02 12:55:00,NIFTY50,NSE,5m,25594.24,25602.31,25594.08,25594.64,555565
2026-02-02 12:50:00,NIFTY50,NSE,5m,25406.81,25496.68,25405.45,25490.68,1030936
2026-02-02 12:45:00,NIFTY50,NSE,5m,25596.72,25641.75,25514.79,25553.31,1038848
2026-02-02 12:40:00,NIFTY50,NSE,5m,25512.15,25521.47,25478.15,25485.31,896024
2026-02-02 12:35:00,NIFTY50,NSE,5m,25572.98,25582.91,25535.7,25568.51,1565200
2026-02-02 12:30:00,NIFTY50,NSE,5m,25632.89,25634.37,25525.75,25597.01,699513
2026-02-02 12:25:00,NIFTY50,NSE,5m,25402.99,25409.99,25378.53,25405.58,1211238
2026-02-02 12:20:00,NIFTY50,NSE,5m,25603.75,25607.46,25598.26,25604.69,352497
2026-02-02 12:15:00,NIFTY50,NSE,5m,25844.94,25869.75,25769.98,25837.17,579541
2026-02-02 12:10:00,NIFTY50,NSE,5m,25770.87,25813.45,25729.3,25760.59,963544
2026-02-02 12:05:00,NIFTY50,NSE,5m,25736.02,25788.24,25634.08,25713.23,1062364
2026-02-02 12:00:00,NIFTY50,NSE,5m,25751.2,25798.46,25742.03,25752.55,1246276
2026-02-02 11:55:00,NIFTY50,NSE,5m,25844.68,25845.22,25780.52,25798.19,1089024
2026-02-02 11:50:00,NIFTY50,NSE,5m,25845.27,25939.56,25832.97,25885.72,1331856
2026-02-02 11:45:00,NIFTY50,NSE,5m,26124.93,26163.98,26085.3,26148.48,473393
